Title,Date,Content
यादें,2017-11-27T04:55:00.003Z,"बहुत छोटा था तो कभी-कभार पानी में नमक-मिर्च डाल कर बासी रोटी के साथ भी खिलाई ममी ने.......हमारा परिवार वैसे अच्छा खाता-पीता था लेकिन अब लगता है कि शायद कुछ लोग सब्जी अफ्फोर्ड नहीं कर पाते होंगे तो ऐसे भी खाना खाते होंगे.......वैसे रोटी के घुग्घु में नमक और लाल मिर्च डाल करारा सा बना के भी ममी देतीं थीं कभी-कभी ...शायद तब ज़िन्दगी बेहतर थी....हम आगे जाने की बजाये बहुत मानों में पीछे सरक गए हैं......लेकिन हो सकता है मेरी सोच ही बासी हो, उन बासी रोटियों की तरह......जैसे बच्चे हर त्योहार पर उल्लसित होते हैं लेकिन घिसे लोगों को लगता है, ""अब दिवाली पहले जैसे नहीं रही."" ""अब लोग होली वैसे जोश-खरोश से नहीं मनाते."""
,2017-08-24T20:38:00.004Z,"चोर, उचक्के, गला-काट लोगों को हल्के माना जाता है...जैसे ये जो अरबों डकार जाते हैं...ये सफेद -पोश .....ये तो जैसे साधू हों.....बुद्धत्व के हकदार. असलियत ये है कि ये सफेद-पोश डकैत ही ज़िम्मेदार हैं....चोरों, उचक्कों के लिए"
सिख-मुस्लिम-हिन्दू :-- समानताएं-विषमताएं--   By Zoya Mansoori of Facebook,2022-03-30T07:29:00.004Z,"शाहीन बाग के लंगर से लेकर गुड़गांव के गुरुद्वारों में हो रही नमाज तक सिख मु.स्लिम गठजोड़ की खबरें सोशल मीडिया से लेकर मेंन स्ट्रीम मीडिया तक खूब बिखरी हुई हैं। मु.स्लिमों से सिखों की बढ़ती नजदीकी और हिंदुओं से उनकी लगातार बढ़ती घृणा किसी से छिपी नहीं है। हिंदू अभी भी यह मानते हैं कि सिख सनातन हिंदू धर्म का ही एक पंथ, एक हिस्सा है जबकि कट्टरपंथी सिख यह दावा करते हैं कि वह हिंदू धर्म से अलग एक स्वतंत्र धर्म है। हिंदू मु.स्लिम सिख ईसाई आपस में सब भाई भाई, यह नारा वीर सावरकर ने आजादी से पहले दिया था। इस नारे में सिख पंथ को हिंदू मुस्लिम और ईसाई धर्मों की तरह एक अलग धर्म के रूप में उल्लिखित किया गया है। अगर सिख पंथ हिंदू धर्म का ही एक हिस्सा था तो क्या सावरकर को यह नहीं पता होगा? अगर पता था तो सही नारा होना चाहिए था, हिंदू मुस्लिम यहूदी ईसाई आपस में सब भाई भाई। हिंदू, बौद्ध, जैन और सिख यह सभी सनातन परंपरा के ही हिस्से हैं लेकिन वीर सावरकर ने अपने नारे में सनातन बौद्ध या सनातन जैन धर्म के बजाय सिख धर्म को जगह दिया। क्या वीर सावरकर सेकुलर थे? मेरे ख्याल से तो नहीं, तो फिर उन्होंने सिख धर्म के हिंदू सनातन धर्म से अलगाव को महसूस कर लिया था, वह भी आजादी से पहले जब खालिस्तान नाम की चिड़िया का अता पता भी नहीं था। सिखों का सनातन परंपरा से अलगाव तब शुरू होता है जब इनमें अंतिम का कांसेप्ट आ जाता है। दसवें और अंतिम गुरु...! सनातन में कहीं भी अंतिम का कांसेप्ट नहीं है। सनातन हिंदू, सनातन जैन और सनातन बौद्ध तीनों ही अनंत के कांसेप्ट में विश्वास करते हैं। अंतिम का कांसेप्ट इस्लामिक कॉन्सेप्ट है, अंतिम पैगंबर, अंतिम किताब। विभाजन थोड़ा और बढ़ जाता है, जब सिखों के बीच किताब महत्वपूर्ण हो जाती है। किताब इसलिए महत्वपूर्ण हो जाती है क्योंकि 'गुरु ग्रंथ साहब' को ही अंतिम गुरु मान लिया जाता है। सनातन परंपरा श्रुति परंपरा रही है, सुनना, याद करना और अगली पीढ़ी तक पहुंचाना। लिखने की परंपरा बहुत देर से शुरू हुई, वह भी पत्तों और ताम्र पर। वेद खो गए, साढ़े तीन चार हज़ार साल पहले फिर से कंपोज करने पड़े। ढाई- तीन हजार साल पहले तक रामायण-महाभारत की कहानियां लोक परंपरा में ही सीमित थी। मूल रामायण महाभारत कहाँ है, किसी को नहीं पता। दो हज़ार साल पहले भगवद गीता को पूछने वाला कोई नहीं था। कटु लग सकता है, अविश्वसनीय लग सकता है, पर ऐतिहासिक रूप से सत्य है। िताब महत्वपूर्ण है इस्लाम में, किताब महत्वपूर्ण है सिखों में। किताबों का महत्व सिखों को इस्लाम के करीब और सनातन परम्परा से दूर ले जाता है। फिर आता है कॉन्सेप्ट बेअदबी का। बेअदबी की सजा है हिंसा! हाथ काट दो, पैर काट दो, जान से मार दो। संस्कृत का पूरा शब्दकोष छान मारिए, कहीं भी आपको बेअदबी या ईशनिंदा का समानार्थी शब्द ही नहीं मिलेगा। ईशनिंदा जैसा कोई कांसेप्ट सनातन में है ही नहीं। ईशनिंदा, तौहीन-ए-रिसालत ये सब इस्लामिक कांसेप्ट है और 'बेअदबी' सिखों का कॉन्सेप्ट। दोनों की सजा मौत। यह चीज भी सिखों को इस्लाम के करीब और सनातन से दूर ले जाती है। और भी कुछ असमानताएं है, पर ये मुख्य वजहें हैं जिन्हें शायद वीर सावरकर ने अपनी दूरदृष्टि या अध्ययन से देख लिया था, बाकी सारी वजहें राजनैतिक और क्षणिक है। सवाल यह है किस सिख-मु.स्लिम गठजोड़ क्या लंबे समय तक चल सकता है? जवाब है नहीं। इतनी समानताओं के बावजूद कुछ विरोधाभास भी है। सिखों में कीर्तन-संगीत उनके धर्म का एक महत्वपूर्ण हिस्सा है जबकि इस्लाम में संगीत पूरी तरह हराम है। हलाल और झटका मीट भी दोनों के बीच असमानता पैदा करता है। जहां हिंदू बहुसंख्यक होगा, वहां सिख हमेशा रहेंगे लेकिन जहां इस्लाम बहुसंख्यक होगा, वहां से सिखों को भाग कर फिर से हिंदुओं की शरण में आना पड़ेगा। बांग्लादेश, अफगानिस्तान और पाकिस्तान इसके सबसे ताजा और ज्वलन्त उदाहरण हैं। Written by Zoya Mansoori of Facebook"
Religion is Fraud,2021-06-15T08:31:00.007Z,Religion is Fraud. Focus on Reason.
 MARRIAGE TIPS,2025-07-28T19:56:00Z,"1. Do not get married. It is a lifelong commitment, not only to the spouse but also to the kids. Especially, the Indian male should avoid marriage because here in India, many laws are very much against Men. 2. If you still wanna get married, get three Kundlis checked. 3. FINANCIAL KUNDLI. See what property is owned by the Boy/Girl, what is the salary/monthly income of the Boy/Girl, and how many loans have been taken by the Boy/Girl? For that, ask for the property record and CIBIL report, etc. Check the original property documents/possession to determine that the property is not mortgaged or pledged in a court for someone's bail. 4. MEDICAL KUNDLI. Get an exhaustive report of Boy/Girl to find out the health status of Boy/Girl. Thus STD's (sexually transmissible diseases), Thalassemia etc. might be avoided in the would-be family. 5. SOCIAL KUNDLI. Check whether any criminal/civil court cases are pending against the boy or girl, whether they are pre-married, and whether they have a bad image in society. Check it. 6. And concentrate more upon the Kundlies of the Boy/Girl than that of their families. The families may be rich, but the Boy may be poor; there might be nothing in the boy's name. The families might have a bad social record, but the Girl may have a very bright record."
 असीमित धन खतरनाक है दुनिया के लिए,2021-08-18T02:32:00.007Z,"लोहा ज़्यादा काम आता है या सोना? सोना एक पिलपिल्ली सी धातु है. शुद्ध रूप में जिसका गहना तक नहीं बनता. लेकिन सबसे कीमती मान रखा है मूढ़ इन्सान ने इसे. यह सिर्फ मान्यता है और कुछ नहीं. वरना गहने तो लक्कड़, पत्थर, लोहा, स्टील किसी के भी बनाये जा सकते हैं, पहने जा सकते हैं. आप देखते हो आदिवासी, वो ऐसे ही गहने पहनते हैं. हिप्पी किस्म के लोग भी ऐसे ही पहन लेते हैं. मैं खुद ऐसे गहने पहनता रहा हूँ. अब भी चांदी पहनता हूँ. यही समाज ने इंसानों के साथ किया है. एक गटर साफ़ करने वाले की कीमत एक IAS ऑफिसर से कम कैसे हो गयी? ठीक है IAS का काम गटर साफ़ करने वाला नहीं कर सकता, लेकिन गटर साफ़ करने का काम भी तो IAS नहीं कर सकता? फिर समाज को सब की ज़रूरत है. और हो न हो, समाज की जिम्मेवारी है कि इस तरह से चले कि सब को अहमियत मिले. समाज ने यदि किसी इन्सान को इस धरती पर आने दिया है तो अब समाज की ज़िम्मेदारी बन गयी. या तो आने ही न देता समाज में ऐसे व्यक्तियों को जिन को वो कोई अहमियत नहीं देता, या बहुत कम अहमियत देता है. जैसे बहुत लोग भीख मांग रहे हैं, अपराध कर रहे हैं, सडकों पर बेकार पड़े हैं, या निहायत गरीबी की ज़िंदगी जी रहे हैं. क्या ज़रूरत थी इन की? लेकिन समाज ने इन को आने दिया धरती पर. ठीक है इन के माँ-बाप ने आने दिया, नहीं आने देना चाहिए था फिर भी आने दिया, लेकिन समाज ने भी आने दिया. गलती की लेकिन आने दिया. अब समाज की भी ज़िम्मेदारी बन गयी. यदि इन को सही शिक्षा, सही भोजन, सही रहन-सहन नहीं मिलता तो समाज की भी ज़िम्मेदारी है. सो मैं कह रहा था कि लोहे और सोने का फर्क सिर्फ इन्सान ने पैदा किया है. एक IAS अफसर और गटर साफ़ करने वाले का, एक मोची का फर्क सिर्फ इन्सान ने पैदा किया है. अन्यथा कोई फर्क होना ही नहीं चाहिए. अमीर गरीब का फर्क इन्सान ने पैदा किया है. आप देखते हो, धरती पर सिवा इन्सान के कोई और जानवर अमीर-गरीब नहीं होता. सब को सब कुछ मिलता है. यह धरती, यह कायनात, यह कुदरत सब को सब कुछ देती है. गर्मी में तरबूज-खरबूज देती है. रेगिस्तान में खजूर देती है. वो पागल नहीं है, वो सब को जगह-मौसम के हिसाब से सब कुछ देती है. कोई ज़रूरत नहीं थी कि समाज को ऐसा बनाया जाये कि कोई बहुत गरीब हो जाये और कोई बहुत अमीर. एक झटके से हम इस फर्क को खत्म कर सकते हैं. यह हम आज भी कर सकते हैं. आप देखते हो राजाओं की अनगिनत बीवीयाँ होती थीं. कृष्ण की १६००० रानियाँ थीं, मोहम्मद की दस बढ़ बीवीयाँ थी और शायद बहुत सी दासियाँ भी. पटियाला के राजा की अनेक बीवीयाँ थी अभी कुछ दशक पीछे की बात है. लेकिन हम ने कानून बनाया न और बीवीयों की गिनती सीमित कर दी. हम यह अमीर की अमीरी सीमित कर सकते हैं. यह बहुत ज़रूरी है. धन सिर्फ धन नहीं है. यह शक्ति भी है. इसे चंद हाथों में देना खतरनाक है. आप देखते हो, हम हर किसी को हथियार नहीं रखने देते. लाइसेंस लेना होता है. फिर पता नहीं हम ने असीमित धन क्यों रखने दिया है लोगों को? वो कोई हथियार से कम है क्या? धन से अति धनी लोग इस दुनिया को गलत दिशाओं में ले जा सकते हैं. ले जा रहे हैं. आप देखते हैं राजनीति में क्या हो रहा है? प्रजातंत्र कहने को हैं. सब धन तन्त्र हैं. सब तरफ कॉर्पोरेट धन का बोलबाला है. जनता को लगता है कि वो सरकार चुनते हैं. ऐसा बिलकुल भी नहीं है. वो सिर्फ उन लोगों में से चुनते हैं, जो जिन में से उन को चुनने दिया जाता है. जो विकल्प दिए जाते हैं. और वो विकल्प कॉर्पोरेट धन की मदद से परोसे जाते हैं जनता के सामने. अनपढ़, जाहिल, गुंडे, मवाली किस्म के लोग, भाषणबाज लोग. बक-बके लोग. और जनता खुश हो जाती है कि वो सरकार चुन रही है , कि वो प्रजातंत्र में है. असल में उसे पता ही नहीं, इस Pseudo प्रजा तन्त्र के बहाने उस से असल प्रजातन्त्र छीन लिया जा रहा है. और इस प्रक्रिया में अथाह धन प्रयोग किया जा रहा है. सो इस धन, इस धन के जमावड़े को खत्म करना होगा. क्या आप हवा की जमाखोरी करेंगे? आप ने ज़मीन की जमाखोरी की. पानी तक की करने लगे. पानी इन्सान ने बनाया क्या? ज़मीन इन्सान के बनाई क्या? लेकिन इन्सान इसे बेचता है, खरीदता है, इस की जमाखोरी करता है. लोग सडक पे सड़ते हैं और उधर कोठी खाली पड़ी रहती हैं. यह सब क्या है? संस्कृति के नाम पर सर्कस. सब कुछ गड्ड-मड्ड. संस्कृति का मतलब समझते हैं. ऐसी कृति जिस में कुछ संतुलन है, सौन्दर्य है, सामंजस्य हो. क्या आप को यह समाज देख कर ऐसा कुछ लगता है? यह विकृति है. बड़ी वजह है धन. धन का असंतुलित वितरण. धन का असीमित संग्रहण. यदि हम ने यह न बदला तो दुनिया एक बड़ी झोपड़-पट्टी में बदल जाएगी, लगभग बदल ही चुकी है. इस तरह की जरा सी बात करो तो मार्क्सवादी होने का, वामपंथी होने का ठप्पा लगा दिया जाता है. लेकिन मेरा कहना यह है कि ठप्पे मत लगायें. बने-बनाये फ्रेम में से मत झांके. बात को सीधा समझिये, तर्क को समझिये. जहाँ मैं रहता हूँ. वहीं एक ४०० गज की कोठी के किनारे नीचे ज़मीन पर एक मोची बैठता है. सदियों से बैठता है. क्यों? ऐसा फर्क क्यों है? क्यों होना चाहिए, यह मुझे बिलकुल नहीं जमता. यदि मैं उस मोची का जीवन स्तर बेहतर करने की सोचता हूँ तो मैं वामपंथी हूँ, मैं मार्क्सवादी हूँ, मैं समाज-तोड़क हूं. ठीक है. यदि ऐसा है तो फिर ऐसा ही है. धन का असीमित वितरण और संग्रहण यह दुनिया से असल प्रजातंत्र छीन रहा है, यह मन-मर्जी की सरकारें लाद रहा है, यह अधिकांश दुनिया को गरीब किये हुए है, यह दुनिया तक असल शिक्षा नहीं पहुंचने दे रहा. शिक्षा के नाम पर कचरा पढ़ाया जा रहा है. उड़ेला जा रहा है. और तो और कोरोना जैसी नकली बीमारियां भी थोपी जा रही हैं. सब के पीछे असीमित धन की ताकत है. इसे तोड़ना होगा. नमन तुषार कॉस्मिक"
,2017-10-04T05:46:00Z,जनानी मर्दानी हो तो गौरव है लेकिन मर्द जनाना हो जाए तो यह शर्म का विषय! क्यों?
TINA,2017-10-09T17:47:00Z,"विनोद दुआ.....youtube पर एक्टिव हैं....The Wire .....नाम से है चैनल....एक एपिसोड में TINA कांसेप्ट को बताया इन्होने. TINA मतलब There is no Alternative. विनोद जी बताते हैं कि जैसे आज मोदी के बारे में ऐसा कहा जा रहा है कि उनके बिना भारत में कोई और है नहीं जो प्रधान-मंत्री बन सके, कोई और alternative ही नहीं है, तो ऐसा कांसेप्ट पहली बार नहीं है समाज में. ऐसा पहले जवाहर लाल नेहरु के समय में भी कहा जाता था कि उनकी जगह कोई नहीं ले सकता, ऐसा इंदिरा गाँधी के बारे में भी कहा जाता रहा ही, लेकिन लोकतंत्र की खूबसूरती यह है कि लोकतंत्र नए विकल्प पैदा कर ही लेता है, ऐसे विकल्प जो आज शायद नज़र न आ रहे हों. ठीक. अब विनोद जी ने जो कहा, वो कहा, मैं क्या लस्सी घोल रहा हूँ इसमें? तो मेरा कहना यह है मित्रगण कि विनोद जी ने बहुत सतही बात कही है. पुराने पत्रकार हैं, करीब 40 साल से एक्टिव हैं, राजनीति-विशेषज्ञ हैं, बहुत से चुनावों की समीक्षा कर चुके हैं, बहुत सी सरकारें देख चुके. लेकिन यहाँ इनकी समझ को मैं बहुत गहन नहीं पाता. देखिये, विकल्प तो मिल ही जाना है. दुनिया कभी किसी के लिए नहीं रूकती. दुनिया चलती ही रहती है. लेकिन सवाल यह है, पॉइंट यह है, मुद्दा यह है कि विकल्प जो मिलता है, वो कैसे मिलता है और कैसा मिलता है? अभी तक जो विकल्प मिले भारत को, वो क्या वाकई लोकतंत्र की वजह से मिले थे? जवाहर गए, इंदिरा आ गईं, यह लोकतंत्र था या परिवार-तन्त्र? इंदिरा गईं, राजीव आ गए. इसे लोकतंत्र कहते हैं? मनमोहन गए, अँधा कॉर्पोरेट धन बहा कर मोदी आ गए. यह जन-तन्त्र है या धन-तन्त्र? लोकतंत्र का अर्थ है, लोक में से कोई भी शीर्ष पद पर पहुँच सके, मात्र इस बल पर कि वो मुल्क के लिए ऐसा बेहतरीन कांसेप्ट, प्रोग्राम, प्लान लेकर आता है, जो दूसरे नहीं ला पा रहे. अब वो इन्सान चाहे झाड़ू मारने वाला ही क्यूँ न हो. है क्या यह सम्भव? वो बेचारा बिन मोटे पैसे के म्युनिसिपेलिटी का चुनाव न जीत पाए, प्रधान-मंत्री बनना तो ख्वाब है बस. तो विनोद दुआ साहेब यहीं चूक गए. वो इस गहराई तक नहीं गए कि विकल्प आ तो जायेगा लेकिन क्या वो विकल्प जन-तन्त्र के कांसेप्ट के अनुरूप होगा? मेरा मानना यह है कि फिलहाल तो नहीं होगा. बहुत से झाड़ू वाले इस मुल्क को दिशा दे सकते हैं. मोदी का विकल्प हो सकते हैं, लेकिन तब जब यह सच में जन-तन्त्र हो. आपने देखे होंगे बहुत से वीडियो कि कोई सफेदी वाला, कोई भीख मांगने वाला, कोई खोमचे वाला बहुत ही शानदार गा रहा है. देखे हैं न? आमिर खान की नई फिल्म भी इसी कांसेप्ट पर है. कोई आम सी लड़की को सिंगिंग स्टार बना देता है. शायद. ट्रेलर देखे हैं मैंने बस. जिस दिन हम जन में से, आम-जन में से विकल्प ला पायेंगे, उस दिन आप यह कहने के हकदार होंगें दुआ साहेब कि जनतंत्र विकल्प दे ही देता है. अभी आप बस इतना कह सकते हैं कि मोदी का विकल्प नहीं है, यह सोचने वाले बस मूरख हैं. आप कह सकते हैं कि विकल्प तो मिल ही जाते हैं. आप कह सकते हैं कि TINA कांसेप्ट एक बकवास कांसेप्ट है. लेकिन आपको आगे जो कहना था, जो आपने ने नहीं कहा, वो यह था कि जो विकल्प मिलते हैं वो लोक-तन्त्र देता है, यह कहना सरा-सर गलत है, चूँकि सही अर्थों में अभी की (अ)व्यवस्था लोक-तन्त्र की अर्थी है, लोक-तन्त्र से कोसों दूर हैं, बल्कि लोक-तन्त्र के खिलाफ़ षड्यंत्र है. नमन.....तुषार कॉस्मिक."
,2017-01-02T03:04:00.001Z,"हर सरकार कहती है कि वो गरीब के लिए है. मतलब साफ़ है, अमीर होना लोकतंत्र की धारणा के खिलाफ है. अमीर और मध्यम वर्गीय अमीर का वोट खारिज़ कर देना चाहिए. अब्बी के अब्बी. नहीं? बताएं आप"
चालाकियाँ ,2021-12-30T16:58:00.004Z,"क्या आप को पता है अब जो ईसाई -करण किया जा रहा है, उस में नाम और पहचान बदलने का आग्रह नहीं है. एक सिक्ख का नाम और शक्लों-सूरत आप को सिक्ख जैसी ही नज़र आयेगी. लेकिन उस का ईसाई- करण हो चुका होगा. एक का नाम गोविंदा है लेकिन वो भी ईसाई है. मैंने तो अमर सिंह और सतबीर, जगबीर नाम के मुसलमान भी देखे हैं. कितना आग्रह है क्रिस्चियन और मुस्लिम का कि सब ईसाई हो जायें, सब मुसलमान हो जायें. साम-दाम-दंड-भेद सब पैंतरे अपनाये जा रहे हैं इन द्वारा. ये धर्म हैं? नहीं. ये गिरोह मात्र हैं. ~तुषार कॉस्मिक"
कोर्ट रिकॉर्डिंग गलत है क्या?- केजरीवाल मामला. #Viral #Trending #short,2024-06-18T15:56:00Z,"<iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen="""" frameborder=""0"" height=""560"" src=""https://youtube.com/embed/-pbJDtxyJoE"" title=""YouTube video player"" width=""315""> कोर्ट रिकॉर्डिंग कर ली गयी केजरीवाल केस की और डाल दी गयी सोशल मीडिया पर. क्या गलत है इस में और क्या सही है? देखिये यह वीडियो. #कोर्ट #पारदर्शिता #आमआदमीपार्टी #अरविंदकेजरीवाल #जनताकाअधिकार The Aam Aadmi Party uploaded a recording of Arvind Kejriwal's court proceedings online, which the court immediately took notice of and ordered to be removed. Is this right? Foreign court proceedings are available online, so why not here? The public should have the right to know about court proceedings to ensure transparency. What is your opinion? Let us know in the comments below. #courtTransparency #AamAadmiParty #ArvindKejriwal #PublicRight"
सर ही कूड़ा है,2019-07-28T07:10:00.001Z,"""कबीर खड़ा बाजार में, लिये लुकाठी हाथ। जो घर फूंके आपना, चले हमारे साथ।।"" ""जो तो प्रेम खेलन का चाव, सिर धर तली गली मोरी आओ. एस मार्ग पैर धरीजै, सर दीजे कान न कीजै"" कबीर और गुरु गोबिंद, लग-भग एक ही बात कह रहे हैं एक लाठी लेकर खड़े हैं, ""आ जाओ, सर फोड़ दूंगा"". दूजे तो सीधे ही सर मांग रहे हैं. असल में सर ही कूड़ा है, इसलिए सर ही कचरा है इसलिए सर ही सब फसाद से भरा है सर सबसे कीमती लगता है इन्सान को, सर जो गीता, कुरान, पुराण से भरा है. इसलिए सर माँगा है."
@#$%& लोग!!,2022-02-24T17:44:00.002Z,"हसन निसार एक बार कहते हैं,""इरान इराक युद्ध वर्षों तक चलता रहा, दोनों तरफ लाखों लोग मारे गए. फिर युद्व बन्द हो गया. न तो किसी को समझ आया कि युद्ध हुआ क्यों,चलता क्यों रहा और न ही समझ आया कि युद्ध बन्द क्यों हुआ?"" कोरोना आया, कोरोना आया. कोरोना चला गया, कोरोना चला गया. आम लोगों ने मास्क लगाया, वेक्सीन लगवा ली और अभी भी लगा रहे हैं. न तो इन को कोरोना के आने का कुछ पता, न जाने का पता. आया भी था कि नहीं, गया भी कि नहीं. इन को कुछ मतलब नहीं. @#$%& लोग!! तुषार कॉस्मिक"
"8 Shortest stories, with  beautiful meanings----Whats-app Gyan",2017-01-10T14:27:00.003Z,"(1) Those who had coins, enjoyed in the rain. Those who had notes, were busy looking for shelter. (2) Man and God both met somewhere, Both exclaimed ... ""My creator"" (3) He asked are you-""Hindu or Muslim"" Response came- I am hungry (4) The fool didn't know it was impossible. ... So he did it. (5) ""Wrong number"", Said a familiar voice. (6) What if, God asks you after you die .... ""So how was heaven??"" (7) ""They told me that to make her fall in love I had to make her laugh. But every time she laughs, I am the one who falls in love."" (8) We don't make friends anymore, We Add them nowadays."
मेरी तरफ से कुछ जीवन सूत्र,2017-06-19T19:39:00Z,"१. उम्र और अनुभव माने रखता है, लेकिन हमेशा नहीं. एक कम उम्र शख्श भी सही हो सकता है. और एक कम अनुभवी व्यक्ति भी गहन सोच सकता है, कह सकता है. एक बेवकूफ को बेवकूफात्मक अनुभव ही तो होंगे, वो चाहे कितने ही ज़्यादा हों. २. व्यक्ति को न तो बहुत संतोष होना चाहिए और न ही बहुत असंतोष. बहुत संतोषी व्यक्ति कभी आगे नहीं बढ़ पाता जीवन में और बहुत असंतोषी व्यक्ति खुद को पागल कर लेता है, बीमार कर लेता है. एक संतुलन चाहिए संतोष और असंतोष में. यही जीवन का ढंग है. सन्तोषी माता फिल्म मात्र बेवकूफ बनाये रखने के लिए बनाई गई थी. ३. आलोचना का अर्थ निंदा नहीं होता. आलोचना का अर्थ है स्वतंत्र नज़रिया. आलोचना शब्द लोचन से आता है, जिसका अर्थ है आँख और नज़रिया शब्द भी नज़र से आता है जिसका अर्थ है आँख. जब आँख आज़ाद हो तो वो जो देखती है उसे कहते हैं आलोचना. आलोचना निंदा नहीं है. और जहाँ आलोचना नहीं है, वहां सिवा गुलामी के कुछ नहीं है. और जब नज़र बंध गई तो फिर वो नज़रिया आज़ाद कैसे हुआ? खुला नज़रिया ऊँगली उठाना नहीं होता...खुला नज़रिया मतलब जहाँ ऊँगली उठानी हो वहां ऊँगली उठाई जाए और जहाँ सहमती दिखानी हो वहां सहमति दिखाई जाए."
 Kiriya~ ?  ,2022-12-11T18:06:00Z,"I often attend Kiriyas. What do I see? People are politicizing/professionalizing even the deaths. They send messages about these Kiriyas in various online business groups and then a lot of people attend the Kiriyas. This whole gathering is not to share the grief or sorrow or memories related to that death. No. This is totally a business affair. People are called to strengthen business relationship, people visit to strengthen the business relationship. That's it. ~ Tushar Cosmic"
,2018-07-02T11:37:00.005Z,न तो मेरा मंगलवार हनुमान का है और न ही शनिवार शनिदेव का. मेरा हर वार सिर्फ मेरा है.
वैक्सीन के फ्रंट-बेक-साइड इफ़ेक्ट ,2021-06-10T19:49:00.004Z,"ये क्या बकवास है? जिस ने वैक्सीन नहीं लगवाई वो ऑफिस नहीं जाएगा, फ्लाइट नहीं ले पायेगा, दुकान नहीं खोल पायेगा? मतलब सवाल भी तुम, जवाब भी तुम. बीमारी भी तुम ने तय कर दी और इलाज भी तुम ने थोप दिया. अच्छे भले लोगों पर वैक्सीन को थोप दिया. वो वैक्सीन जिसके लगवाने से फ्रंट-बेक-साइड इफ़ेक्ट की, काले-पीले फंगस की ज़िम्मेदारी वैक्सीन बनाने वाले भी नहीं ले रहे. क्या है बे ये?"
,2018-07-25T19:38:00.002Z,"स्कूटर के पीछे लिखा था, ""बड़ी हो कर कार बनूंगी."" मैंने उसे कहा, ""रहने दे, बड़ा होने में कोई बड़प्पन नहीं है. दुनिया के ट्रैफिक में फंस के रह जाएगी."""
,2018-05-17T17:13:00.001Z,ये जो एक-तरफा प्रेम और अहिंसा सिखा गए न महात्मा. मूर्ख हैं. दुनिया छितरों की भी यार है.
गोरों के लगभग हर मुल्क में आग लगी है. उन्हें समझ आ चुका है कोरोना का ड्रामा.,2022-02-19T18:08:00.001Z,"गोरों के लगभग हर मुल्क में आग लगी है. लोग सड़कों पर हैं. उन्हें समझ आ चुका है कोरोना का ड्रामा. कोरोना की आड़ में गुलाम बनाया जा रहा है. कमाने-खाने, घूमने-फिरने, मित्रों-रिश्तेदारों से मिलने की आज़ादी छीनी जा रही है. ठीक से सांस तक लेने का हक छीना जा रहा है. अफ़सोस यह है भारत की इत्ती बड़ी आबादी चूतियों की तरह वैक्सीन ठुकवाये जा रही है. इन का इस आज़ादी की मुहिम में लगभग शून्य योगदान है. कोरोना योद्धा तुम्हारे सरकारी हीरो नहीं हैं, मेरे जैसे लोग हैं जो तुम्हे शुरू से बताते आये हैं कि यह फ्रॉड है. ~ तुषार कॉस्मिक"
